datetime;open;high;low;close;volume
2025-07-01 05:00:00;1.17815;1.17823;1.17805;1.17817;0
2025-07-01 05:00:00;1.17817;1.17825;1.17807;1.17808;0
2025-07-01 05:00:00;1.17809;1.17863;1.17809;1.17855;0
2025-07-01 05:00:00;1.17857;1.17874;1.17852;1.17872;0
2025-07-01 05:00:00;1.17869;1.17869;1.17846;1.17847;0
2025-07-01 05:00:00;1.17846;1.17862;1.17843;1.17862;0
2025-07-01 05:00:00;1.1786;1.17874;1.17857;1.17864;0
2025-07-01 05:00:00;1.17863;1.17873;1.17862;1.17866;0
2025-07-01 05:00:00;1.17866;1.17884;1.17866;1.17883;0
2025-07-01 05:00:00;1.17884;1.1789;1.17864;1.17868;0
2025-07-01 05:00:00;1.17868;1.17868;1.17856;1.17858;0
2025-07-01 05:00:00;1.17858;1.17882;1.17854;1.17875;0
2025-07-01 05:00:00;1.17879;1.17939;1.17879;1.17939;0
2025-07-01 05:00:00;1.17936;1.17962;1.17929;1.1793;0
2025-07-01 05:00:00;1.1793;1.17933;1.17906;1.17911;0
2025-07-01 05:00:00;1.1791;1.17913;1.179;1.17906;0
2025-07-01 05:00:00;1.17907;1.17944;1.17902;1.17942;0
2025-07-01 05:00:00;1.17943;1.17967;1.17931;1.17966;0
2025-07-01 05:00:00;1.17968;1.17982;1.17959;1.17963;0
2025-07-01 05:00:00;1.17962;1.17963;1.1795;1.17961;0
2025-07-01 05:00:00;1.1796;1.1796;1.17934;1.17935;0
2025-07-01 05:00:00;1.17934;1.17934;1.17909;1.17922;0
2025-07-01 05:00:00;1.17922;1.17925;1.17913;1.17923;0
2025-07-01 05:00:00;1.17926;1.17933;1.17923;1.17928;0
2025-07-01 05:00:00;1.1793;1.17954;1.17922;1.17954;0
2025-07-01 05:00:00;1.17954;1.17962;1.17934;1.17943;0
2025-07-01 05:00:00;1.17942;1.17967;1.17929;1.17958;0
2025-07-01 05:00:00;1.17959;1.17984;1.17959;1.17969;0
2025-07-01 05:00:00;1.17969;1.17974;1.17958;1.17969;0
2025-07-01 05:00:00;1.1797;1.17989;1.17967;1.17982;0
2025-07-01 05:00:00;1.17983;1.17986;1.17962;1.17963;0
2025-07-01 05:00:00;1.17964;1.17977;1.17956;1.17977;0
2025-07-01 05:00:00;1.17977;1.18045;1.17975;1.18042;0
2025-07-01 05:00:00;1.18041;1.18172;1.1804;1.18145;0
2025-07-01 05:00:00;1.18149;1.18164;1.18112;1.18139;0
2025-07-01 05:00:00;1.1814;1.18141;1.18103;1.18109;0
2025-07-01 05:00:00;1.18109;1.18109;1.18071;1.18077;0
2025-07-01 05:00:00;1.18074;1.18075;1.18058;1.18063;0
2025-07-01 05:00:00;1.18064;1.18064;1.18043;1.18043;0
2025-07-01 05:00:00;1.18041;1.18043;1.18006;1.18017;0
2025-07-01 05:00:00;1.18019;1.18023;1.18013;1.18023;0
2025-07-01 05:00:00;1.18023;1.18025;1.1801;1.18018;0
2025-07-01 05:00:00;1.18017;1.18027;1.18;1.18027;0
2025-07-01 05:00:00;1.18026;1.18038;1.1802;1.18035;0
2025-07-01 05:00:00;1.18034;1.18052;1.18031;1.18052;0
2025-07-01 05:00:00;1.1805;1.1806;1.18037;1.18039;0
2025-07-01 05:00:00;1.18038;1.18039;1.18006;1.18008;0
2025-07-01 05:00:00;1.18008;1.18008;1.17969;1.18003;0
2025-07-01 05:00:00;1.18003;1.18011;1.17985;1.18;0
2025-07-01 05:00:00;1.18004;1.18021;1.17997;1.18003;0
2025-07-01 05:00:00;1.18002;1.18002;1.17978;1.17979;0
2025-07-01 05:00:00;1.17979;1.17995;1.17966;1.17992;0
2025-07-01 05:00:00;1.17991;1.18007;1.17986;1.18001;0
2025-07-01 05:00:00;1.18006;1.18026;1.18;1.18022;0
2025-07-01 05:00:00;1.18023;1.18063;1.18022;1.18048;0
2025-07-01 05:00:00;1.18049;1.18065;1.18047;1.18064;0
2025-07-01 05:00:00;1.18066;1.18088;1.18061;1.18081;0
2025-07-01 05:00:00;1.18079;1.18124;1.18079;1.18124;0
2025-07-01 05:00:00;1.18124;1.18167;1.18123;1.18141;0
2025-07-01 05:00:00;1.1814;1.1814;1.18112;1.18124;0
2025-07-01 05:00:00;1.18129;1.18145;1.18126;1.18132;0
2025-07-01 05:00:00;1.18132;1.18149;1.18105;1.18132;0
2025-07-01 05:00:00;1.1813;1.18149;1.18119;1.18127;0
2025-07-01 05:00:00;1.18127;1.18159;1.18113;1.18155;0
2025-07-01 05:00:00;1.18153;1.18174;1.18139;1.18173;0
2025-07-01 05:00:00;1.1817;1.18186;1.18144;1.18144;0
2025-07-01 05:00:00;1.18145;1.18178;1.18143;1.18161;0
2025-07-01 05:00:00;1.18156;1.18166;1.1814;1.18162;0
2025-07-01 05:00:00;1.18164;1.18164;1.18143;1.18146;0
2025-07-01 05:00:00;1.18144;1.18214;1.18138;1.18211;0
2025-07-01 05:00:00;1.18211;1.18232;1.182;1.1822;0
2025-07-01 05:00:00;1.18219;1.1824;1.18211;1.18229;0
2025-07-01 05:00:00;1.1823;1.18237;1.18225;1.18225;0
2025-07-01 05:00:00;1.18226;1.18298;1.18223;1.18259;0
2025-07-01 05:00:00;1.18257;1.18257;1.18227;1.1824;0
2025-07-01 05:00:00;1.18241;1.18262;1.18211;1.18213;0
2025-07-01 05:00:00;1.18215;1.1824;1.18215;1.18235;0
2025-07-01 05:00:00;1.18237;1.18244;1.18221;1.18221;0
2025-07-01 05:00:00;1.18222;1.18239;1.18222;1.18231;0
2025-07-01 05:00:00;1.1823;1.18255;1.18223;1.18223;0
2025-07-01 05:00:00;1.18223;1.18223;1.18185;1.18193;0
2025-07-01 05:00:00;1.18196;1.1821;1.18193;1.1821;0
2025-07-01 05:00:00;1.18209;1.18216;1.18198;1.18212;0
2025-07-01 05:00:00;1.1821;1.18213;1.182;1.18209;0
2025-07-01 05:00:00;1.18211;1.1824;1.18204;1.18238;0
2025-07-01 05:00:00;1.18236;1.18238;1.18219;1.18221;0
2025-07-01 05:00:00;1.1822;1.18245;1.18209;1.18209;0
2025-07-01 05:00:00;1.18209;1.18209;1.18189;1.18195;0
2025-07-01 05:00:00;1.18192;1.18207;1.1819;1.18195;0
2025-07-01 05:00:00;1.18194;1.18203;1.18184;1.18187;0
2025-07-01 05:00:00;1.18188;1.18213;1.18188;1.18209;0
2025-07-01 05:00:00;1.18211;1.18213;1.18189;1.18202;0
2025-07-01 05:00:00;1.18201;1.18205;1.18177;1.18197;0
2025-07-01 05:00:00;1.18197;1.182;1.18166;1.18167;0
2025-07-01 05:00:00;1.18169;1.18169;1.1815;1.1815;0
2025-07-01 05:00:00;1.18151;1.18164;1.18147;1.18147;0
2025-07-01 05:00:00;1.18148;1.18153;1.18138;1.18149;0
2025-07-01 05:00:00;1.18149;1.1816;1.18134;1.18137;0
2025-07-01 05:00:00;1.18138;1.18144;1.18132;1.18136;0
2025-07-01 05:00:00;1.18137;1.18169;1.18137;1.18154;0
2025-07-01 05:00:00;1.18152;1.18152;1.18141;1.18146;0
2025-07-01 05:00:00;1.18145;1.18151;1.18128;1.18139;0
2025-07-01 05:00:00;1.18138;1.18141;1.18121;1.1814;0
2025-07-01 05:00:00;1.18142;1.18169;1.18141;1.18167;0
2025-07-01 05:00:00;1.18166;1.1818;1.18154;1.18177;0
2025-07-01 05:00:00;1.18181;1.18188;1.18168;1.18171;0
2025-07-01 05:00:00;1.18168;1.18172;1.1816;1.18166;0
2025-07-01 05:00:00;1.18167;1.18167;1.18149;1.18167;0
2025-07-01 05:00:00;1.18169;1.18201;1.18162;1.18195;0
2025-07-01 05:00:00;1.18197;1.18197;1.18181;1.18187;0
2025-07-01 05:00:00;1.18188;1.18191;1.18176;1.18187;0
2025-07-01 05:00:00;1.18185;1.18221;1.18179;1.18215;0
2025-07-01 05:00:00;1.18216;1.18221;1.18206;1.18221;0
2025-07-01 05:00:00;1.18224;1.18232;1.18212;1.18212;0
2025-07-01 05:00:00;1.18211;1.18221;1.18198;1.18205;0
2025-07-01 05:00:00;1.18205;1.18216;1.18194;1.18197;0
2025-07-01 05:00:00;1.18195;1.18204;1.18185;1.18197;0
2025-07-01 05:00:00;1.18195;1.18196;1.18165;1.18165;0
2025-07-01 05:00:00;1.18165;1.18165;1.18145;1.18147;0
2025-07-01 05:00:00;1.18147;1.18154;1.18132;1.18134;0
2025-07-01 05:00:00;1.18136;1.18146;1.18133;1.18137;0
2025-07-01 05:00:00;1.18139;1.18143;1.18119;1.18136;0
2025-07-01 05:00:00;1.18136;1.1814;1.18118;1.18128;0
2025-07-01 05:00:00;1.18129;1.18133;1.18113;1.18118;0
2025-07-01 05:00:00;1.18116;1.18122;1.18109;1.1811;0
2025-07-01 05:00:00;1.1811;1.18129;1.1811;1.1811;0
2025-07-01 05:00:00;1.18112;1.18131;1.18112;1.18121;0
2025-07-01 05:00:00;1.18124;1.18131;1.18122;1.18131;0
2025-07-01 05:00:00;1.18129;1.18146;1.18125;1.18145;0
2025-07-01 05:00:00;1.18145;1.18157;1.18145;1.18151;0
2025-07-01 05:00:00;1.18149;1.18152;1.18144;1.18151;0
2025-07-01 05:00:00;1.1815;1.18163;1.18147;1.18159;0
2025-07-01 05:00:00;1.18159;1.18181;1.18155;1.18181;0
2025-07-01 05:00:00;1.18182;1.18182;1.18156;1.18159;0
2025-07-01 05:00:00;1.18161;1.18181;1.18155;1.18175;0
2025-07-01 05:00:00;1.18176;1.18178;1.18161;1.18161;0
2025-07-01 05:00:00;1.18163;1.1817;1.18155;1.18157;0
